ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
BTN,,,,,,,,,,,0.297619,0.47946,1.21001,1.81416,2.26011
BOL,,,,,0.0376554,0.063659,0.0949431,0.138679,0.184809,0.351131,0.80652,0.961974,0.944578,0.637991,1.05371
BIH,,,0,0,0.00546493,0.0385032,0.170761,0.35316,1.03222,2.18915,4.88086,6.12833,7.99518,9.49423,10.6099
BWA,,,,,,,,0.0852967,0.0949395,0.184838,0.460253,0.51237,0.608224,0.790607,0.940062
BRA,0,0,0.1,0.2,0.407483,0.531629,1.71592,1.73727,2.53383,4.00504,5.04782,5.83776,6.79591,8.55871,9.15476
BRN,,,,0.6,0.795885,1.08526,1.7356,2.20926,2.39233,3.04556,4.35316,5.07835,5.41704,5.7034,4.81494
BGR,,,,,,,0.0858795,2.15363,5.0463,8.31766,10.9089,12.8684,14.7281,16.7005,17.9484
BFA,,,,,0.000406623,0.00114542,0.0011815,0.00286099,0.0124075,0.0472916,0.070029,0.0791456,0.0881902,0.0879195,0.0870466
BDI,,,,,,,,,,,0.00185523,0.00179238,0.00381251,0.00384681,0.00494438
KHM,,,,,0.000393412,0.00323943,0.00593184,0.00748703,0.0213942,0.0614667,0.119034,0.212101,0.248285,0.150624,0.200032
CMR,,,,,,,,0.0011137,0.00226199,0.00335119,0.00438887,0.00447673,0.0288688,0.0506375,0.632757
CAN,0.5,1.9,4.6,9.2,11.2359,14.2854,16.9706,21.7157,24.6665,27.5128,29.4946,29.5681,30.7033,31.6982,32.4766
CPV,,,,,,,0.059758,0.195758,0.376395,0.792412,1.52275,2.25894,3.29593,4.34854,4.01557
TCD,,,,,,,,,,,,0.00261183,0.00282404,0.130786,0.15628
CHL,,,0.1,0.4,1.19127,2.20206,2.96187,4.33674,6.17721,7.72568,8.47937,9.67547,10.3734,11.5699,12.4067
CHN,,,0,0,0.254646,0.861139,1.90319,2.83346,3.83464,4.97728,6.17241,7.69496,9.2907,11.4354,12.7215
COL,,,0,0,0.0846461,0.153888,0.298895,0.737965,1.43261,2.71266,3.89673,4.55488,5.59063,7.00355,8.1575
COM,,,,,,,0.000170827,0.000665853,,0.0129596,0.0169416,0.00990847,0.0481641,0.0571252,0.171846
COG,,,,,,,,,,,,0.0031288,0.00608019,0.00709999,0.00834669
CRI,,,,,0.219574,0.356689,0.657767,1.03964,1.89428,2.12851,2.36966,3.90707,8.48584,8.73132,9.32442
CIV,,,,,,0.00244237,0.00481792,0.00712315,0.0566174,0.0557132,0.0547644,0.0537596,,,
HRV,,,,,,0.0770736,0.595494,2.64761,5.7507,8.85832,12.0337,15.7465,18.5297,19.9193,20.6695
CUB,,,,,,,,,,0.0172187,0.0198825,0.0255385,0.0328495,0.039207,0.0444771
CYP,,,,0.3,0.599973,1.00517,1.68042,3.08507,6.01766,9.18196,13.6735,16.1228,17.5288,18.803,19.227
CZE,,,0,0.1,0.149793,0.33997,2.3119,6.93075,10.8273,9.44806,10.9451,12.9213,14.4973,15.727,16.3985
COD,,,,,,0.00196185,0.00276257,0.00277634,0.00269829,0.00524586,0.00765058,0.0112406,,,
DNK,,,1.3,4.4,8.40562,13.3442,18.8494,24.8049,31.8938,34.4213,36.1141,36.151,37.1938,37.5739,38.7774
DJI,,,0,0,0.000805982,,,0.00540829,0.0193005,0.136724,0.302555,0.64305,0.966145,1.33491,1.73407
DMA,,,0.1,0.3,3.20603,3.78401,4.62567,4.81982,6.0829,7.06265,9.87543,10.2823,11.6782,11.6343,11.8576
DOM,,,,,,0.165356,0.404642,0.649381,1.08532,1.59699,2.31787,2.97961,3.69317,3.97114,4.33604
ECU,,,,0,0.0498771,0.0520791,0.085889,0.194424,0.328021,0.70085,1.07493,1.63477,1.31917,4.05943,5.28469
EGY,,,,,0.0745751,0.0789976,0.112219,0.196439,0.35419,0.643183,1.01964,1.36215,1.85705,2.32217,2.83349
SLV,,,,,,0.325092,0.484621,0.696809,1.00848,1.46598,2.00705,2.41621,2.81873,3.29271,3.84445
GNQ,,,,,,,,0.0298187,0.0289614,0.0281418,0.0273546,0.0265937,0.170361,0.18799,0.201006
ERI,,,,,,,,,,,0.000817515,0.00125947,0.00205533,0.0023766,0.00203885
EST,,,,1.3,3.45039,6.74156,10.4117,13.5234,18.7127,19.2243,21.5226,23.1082,24.0241,24.5116,25.4673
ETH,,,,,,0.000079178,4.72551E-05,8.00869E-05,0.000333373,0.00128791,0.00181067,0.00412315,0.00471553,0.00513686,0.00738263
FJI,,,,,,,,0.85108,1.0265,1.3766,1.54423,1.50502,2.70173,2.67882,1.54514
FIN,,,0.7,2.6,5.25935,9.42029,15.3012,22.3812,27.127,30.554,29.9325,28.7017,28.5542,29.48,30.2618
FRA,0,0.1,0.3,1,2.75614,5.89711,10.7553,15.4138,20.5529,25.3171,28.504,31.5671,33.7446,35.7789,37.4746
GAB,,,,,,0.0129197,0.0482509,0.110913,0.124778,0.137005,0.148364,0.243359,0.262302,0.282303,0.306265
GMB,,,,,,,0.00258633,0.0049424,,0.0175885,0.0190116,0.0184238,0.0208254,0.0251878,0.0279139
GEO,,,,0,0.0199055,0.0308876,0.0420793,0.0534042,0.607283,1.0559,2.54121,3.40824,5.26129,7.09122,8.66606
DEU,,,0.3,2.5,3.82983,5.33486,8.34836,12.8666,17.8853,23.555,27.1573,29.9242,31.4269,32.7963,33.7039
GHA,,,,,,,0.00431955,0.00890384,0.0580879,0.0719047,0.0994369,0.115649,0.206414,0.252394,0.257553
GRC,,,,,,0.0949625,0.466276,1.45008,4.41691,9.19387,13.5938,17.2552,20.2557,22.1491,24.1388
GRD,,,,,0.551426,,0.593249,3.12964,5.36897,7.3369,8.61525,11.8614,13.792,13.7398,13.6866
GTM,,,,,,,,0.213788,0.300107,0.427994,0.692394,1.11516,1.80594,,1.81492
GIN,,,,,,,,,,,,,0.00459726,0.00537561,0.00611286
GUY,,,,,,,,0.262869,,0.306591,0.655375,0.873562,1.42382,2.52882,3.67125
HND,,,,,,,,,,,,,0.0131213,0.736691,0.772155
HUN,,,0,0.3,1.0961,2.60604,4.06322,6.45495,11.9002,13.7348,16.7341,18.7422,20.5481,22.0893,22.8653
ISL,,0,0.8,3.7,8.45854,14.3385,19.021,26.2909,29.1786,32.115,33.5162,33.3871,33.6468,34.1591,34.2606
IND,,,,0,0.00765381,0.0128327,0.0211592,0.119594,0.201174,0.270038,0.449491,0.650824,0.911561,1.09323,1.2113
IDN,,,0,0,0.0178108,0.028238,0.0383653,0.0482001,0.0853573,0.33717,0.419035,0.78481,0.947461,1.12238,1.20836
IRN,,,0,0,0.0238766,0.0272821,,,0.140892,0.278516,0.412877,0.5439,1.29226,2.35053,4.02509
IRQ,,,,,,,,,9.26451E-05,0.000340981,0.000183487,0.000401151,0.000248689,,
IRL,,,,,0.269318,1.04222,3.72266,7.75613,13.2912,14.8288,17.6868,19.7387,21.072,21.97,22.7196
ISR,,,,0.7,3.71317,9.97199,15.1507,18.6203,21.0246,22.0561,23.6955,23.6877,23.7455,24.9131,25.3405
ITA,,,0.2,0.7,1.47822,3.88816,8.10835,11.6277,14.3833,17.0161,18.8334,20.0632,21.586,22.1081,22.1401
JAM,,,,0.1,0.342633,0.339993,1.01287,1.67776,2.53106,3.42551,3.57955,4.11044,4.25627,3.86671,4.32115
JPN,0,0.2,0.7,3,7.44356,11.79,15.4269,18.3504,20.7957,22.2422,23.6552,25.7957,26.7693,27.4238,27.7335
JOR,,,,0,0.0647974,0.100251,0.204706,0.449497,0.895615,1.57037,2.32014,3.29173,3.03327,2.9696,2.81185
KAZ,,,,,,0.00676713,0.0134005,0.0198884,0.200299,1.7561,2.16658,3.66626,5.46193,7.41334,9.78477
KEN,,,,,,,,0.015087,0.048216,0.0469826,0.00846459,0.0209644,0.0101566,0.100971,0.0994276
KIR,,,,,,,,0.355927,0.43718,0.539609,0.72233,0.794624,0.865535,0.926952,0.992201
KWT,,,,0.3,0.512637,0.614264,0.910554,1.0887,1.24098,1.36991,1.48026,1.57889,1.53765,1.50414,1.44593
KGZ,,,,,0.000719512,0.00277475,0.0379933,0.0454547,0.0543527,0.0606704,0.364172,0.290548,0.392391,0.684011,0.878921
LAO,,,,,,0.000444914,0.00087733,0.00542254,0.012568,0.0188749,0.0471728,0.068874,0.0883561,0.0969897,0.11356
LVA,,,0,0.1,0.431544,0.853797,2.17691,2.7281,4.99117,14.7962,18.5015,20.6864,20.8023,22.0616,23.3495
LBN,,,,,0.995561,1.89696,2.07599,3.26071,4.65706,4.63789,4.65829,4.63865,6.97981,8.28475,9.70502
LSO,,,,,,,0.00115061,0.00233664,,0.00562434,0.00709868,0.0201018,0.0199112,0.0659763,0.0707272
LBR,,,,,,,,,,,0.00299506,0.00392522,0.00469935,0.00154423,0.00238639
LBY,,,,,,,,,,,0.786856,1.05628,1.20518,1.14693,1.09349
LIE,,,,,4.24884,4.39354,13.764,24.8043,28.5486,40.2175,43.7019,44.5817,42.2204,39.9362,30.5243
LTU,,,,0.1,0.584551,1.97697,3.87162,7.12189,11.3842,15.9109,16.8828,18.1912,19.2485,20.3969,21.1488
LUX,,,,0.3,1.3138,3.43426,8.0833,15.3108,21.2201,27.0169,29.3858,31.3421,33.1508,32.8757,32.4013
MKD,,,,,,,,0.595011,1.74252,4.79376,8.62467,10.4092,11.3132,12.321,13.6973
MDG,,,,,,,,,0.00722932,0.0121522,0.0175041,0.0222388,0.0254228,0.0316067,0.0388761
MWI,,,,,,0.000563784,0.00109793,0.00312579,,0.00681068,0.00697401,0.00709515,0.00722674,0.00737505,0.00752523
MYS,,,,0,0.0790619,0.443548,0.995463,1.86933,2.85257,3.82266,4.82926,5.54761,6.49212,7.43281,8.41281
MDV,,,,,0.0671988,0.174899,0.245124,1.09552,2.07182,3.35778,4.89385,4.79603,4.65099,5.25358,5.27653
MLI,,,,,,,,,0.0250293,0.0251461,0.0202538,0.0221914,0.0165452,0.0164184,0.0215167
MLT,,,0.4,2.2,4.30677,5.52126,9.11054,12.3953,12.71,19.834,22.654,25.9755,28.5421,30.2792,32.031
MRT,,,,,,,,0.0052127,0.0300521,0.120119,0.171667,0.192686,0.16094,0.165282,0.176416
MUS,,,,,0.0237704,0.0983257,0.212137,0.445103,2.29302,1.8334,3.82184,5.61091,7.55693,9.45818,11.2137
MEX,,,0,0,0.216902,0.396433,0.9666,1.73604,2.69362,3.9359,6.45981,7.97398,9.41659,9.94326,10.5233
FSM,,,,,,0.00561714,0.024396,0.0433153,0.0898889,0.110374,,,0.963144,,
MCO,,,2.5,8.2,15.0185,19.8223,22.8093,28.0999,32.0056,35.1298,36.4289,36.9004,37.4542,42.7256,43.2635
MNG,,,,0,0.00368365,0.0202544,0.0360541,0.0712447,0.136746,0.284964,1.23456,1.37496,2.64342,3.22699,3.74996
MNE,,,,,,,,1.24468,,2.61331,5.53286,8.56592,8.45055,8.44284,8.4369
MAR,,,,,0.00682327,0.00916621,0.216574,0.827002,1.28921,1.55659,1.56312,1.52116,1.57599,1.83718,2.09577
MOZ,,,,,,,,,,0.0259027,0.044771,0.0535165,0.0610541,0.0862605,0.0812748
MMR,,,,,,,,0.000484247,0.00784355,0.0127211,0.0195314,0.0395126,0.0441931,0.0212834,0.0102278
NAM,,,,,,,,0.00661067,0.00964475,0.0123036,0.0151602,0.0200607,0.432453,0.834183,1.17722
NPL,,,,,,,,,0.00375672,0.0422235,0.0457153,0.0586213,0.217667,0.348559,0.483753
NLD,0.5,,1.6,2.9,7.29921,12.3219,19.7641,25.1499,31.7065,33.4918,35.1729,37.008,38.0915,38.9891,39.8109
NZL,,,0.1,0.4,1.09795,2.06431,4.69947,7.76466,11.2353,20.1529,21.3867,22.6775,24.0377,25.8274,27.8036
NIC,,,0,0,0.0441834,0.0827962,0.0928467,0.193099,0.344656,0.492357,0.762388,1.3699,1.25861,1.44098,1.64894
NER,,,,,,,0.000605875,0.00160803,0.0025366,0.00339501,0.00418649,0.00653469,0.00943767,0.0128032,0.0213848
NGA,,,,,,,,0.000358202,,0.0364121,0.044823,0.0527465,0.0620558,,0.00845743
NOR,,,0.5,2,4.52552,8.74467,14.6382,21.4374,26.6554,30.4163,32.4402,33.7705,34.5117,35.2884,36.3274
OMN,,,,,0.00420203,0.00569247,0.0271104,0.524913,0.785352,0.785177,1.25108,1.54377,1.8328,1.73772,2.14888
PAK,,,,,,,,0.00924218,0.0165382,0.0275444,0.0888999,0.178036,0.307126,0.418796,0.517371
PLW,,,,,,,0.373643,0.502336,0.484709,0.502038,0.548744,0.697994,1.16756,2.51383,4.41361
PAN,,,,0.249358,0.384936,0.464051,0.506942,0.521906,3.28825,4.30483,5.52107,6.48205,7.02238,7.56208,7.8304
PNG,,,,,,,,,,,0.0455969,0.0664148,0.088935,0.106945,0.128366
PRY,,,0,0.00549388,0.00897445,0.00879918,0.0526468,0.0948482,0.0997543,0.140402,0.20526,0.248921,0.435731,0.940561,1.19117
PER,,0,0,,0.139922,0.346865,0.830577,1.27193,1.72989,2.01288,2.53466,2.79811,3.11528,4.01944,4.74451
PHL,,,,0.0126107,0.0259408,0.0665822,0.105661,0.143321,0.303354,0.558254,1.15713,1.8745,1.84324,1.8842,2.2197
POL,,,,0.0313195,0.317874,0.511764,2.29131,2.47383,7.62198,10.9298,10.4357,12.5626,12.9861,14.7165,15.5382
PRT,,0,0.2,0.959514,2.50674,4.80916,8.00116,11.0878,13.5117,14.3275,15.2672,17.8461,19.8708,21.1647,22.5452
QAT,,,,,0.0362051,0.453018,1.51517,3.11864,4.83391,7.54552,7.66933,9.03501,8.23318,8.53,10.504
KOR,0,0.6,8.4,16.8987,22.4158,23.9821,25.4649,25.9137,29.6909,30.9204,32.3266,33.9411,35.4844,36.6469,37.2473
MDA,,,,0.00591499,0.0105315,0.0153215,0.0634541,0.275943,0.586509,1.4305,3.16587,5.18782,7.53051,10.0228,11.8706
ROU,,,,0.0268937,0.0710126,0.883297,0.470549,1.70527,4.93986,8.72095,11.3362,12.732,13.6313,14.9618,16.1712
RUS,,,,,0.00755906,0.236748,0.467674,1.10399,2.01788,3.41101,6.45893,8.97768,10.9318,12.2483,14.4609
RWA,,,,,,,0.0124049,0.012514,0.017638,0.0256141,0.0109557,0.0210263,0.0243616,0.0448121,0.0237044
KNA,,,,,1.06533,4.19472,9.08697,13.2278,17.6625,19.0182,21.7257,25.13,27.8881,27.5623,27.2469
LCA,,,,,,0.865448,2.32473,4.23199,4.28014,6.51076,8.98897,10.6084,11.5509,11.9038,13.586
VCT,,,,0.0750076,1.00416,1.05765,1.2159,3.35359,5.15848,7.31074,8.57839,10.5328,11.4366,12.1154,12.4491
WSM,,,,,,,0.0178977,0.0361256,0.0541218,0.0713345,0.0872201,0.108281,0.10751,,
SMR,,,,,,2.09059,3.67361,4.0974,4.91205,5.26385,16.0398,17.7406,19.4161,21.0577,31.6894
STP,,,,,,,,,0.0787124,0.188506,0.204454,0.255715,0.328231,0.402343,0.413614
SAU,,,,0.0670126,0.159366,0.201214,0.28818,0.274596,0.859911,2.4044,3.97513,5.01127,5.49045,5.6804,6.9491
SEN,,,,,0.0115495,0.0223262,0.0698879,0.159953,0.24973,0.320303,0.38695,0.466519,0.607286,0.695483,0.696203
SRB,,,,,,,,0.409548,1.50109,4.04949,5.7284,7.45511,10.1891,11.7258,12.9221
SYC,,,,,,,0.406992,1.08848,2.8058,3.20416,3.04776,4.33775,6.88317,9.80403,11.0343
SGP,0.3,0.8,1.8,3.75315,6.52767,9.80312,12.4605,14.5967,17.0751,18.9389,21.115,23.5843,24.9814,25.6135,25.4409
SVK,,,,,0.0757807,0.416914,1.46175,3.36712,5.64374,8.73186,9.60002,11.5708,12.7804,13.726,14.6607
SVN,,,,0.276419,2.85088,2.91217,5.76909,9.83078,13.9278,17.0619,20.925,21.9655,22.7515,23.6498,24.2767
SLB,,,,,,,0.0436846,0.0958863,0.135207,0.203191,0.29789,0.388377,0.479061,0.451675,0.38792
ZAF,,,,,0.00577858,0.0433399,0.126175,0.342674,0.685029,0.762054,0.847466,0.945184,1.44405,1.74594,2.11354
SSD,,,,,,,,,,,,,,3.85315E-05,0.000156862
ESP,,,0.2,1.14484,3.01716,5.05031,7.96391,11.6052,15.3028,17.8901,20.0122,21.2148,22.8075,23.7469,24.3748
LKA,,,,0.0017177,0.00307359,0.0175213,0.103609,0.105256,0.113693,0.311611,0.498338,0.823234,1.09985,1.71561,1.67788
SDN,,,,,,,0.00211446,0.0033038,0.00524528,0.105267,0.10775,,0.0309975,0.047844,0.0666454
SUR,,,,,0.0195793,0.0443653,0.0851247,0.221611,0.525747,0.82381,1.11648,1.64657,2.8846,4.37178,5.47535
SWZ,,,,,,,,,,,0.0669019,0.128144,0.165109,0.229178,0.278557
SWE,,,2.8,6.60408,9.42639,12.2459,15.6993,27.9286,27.3827,30.3044,31.3923,31.5956,31.94,32.0113,32.2761
CHE,,,0.8,1.94423,6.28626,10.7541,16.7116,22.5308,27.4009,31.4685,33.4011,35.3769,37.1814,38.8668,39.8859
SYR,,,,,,,0.00339443,0.0148618,0.0277481,0.0355648,0.0543349,0.164786,0.324238,0.556311,1.10621
TJK,,,,,,0.000153149,,,,0.0512584,0.05028,0.0590811,0.0616205,0.0642367,0.0674242
TZA,,,,,,,,0.00385067,0.00449398,0.00523837,0.00610335,0.00651012,0.00700415,0.00755049,0.00816188
THA,,,,0.00255751,,0.0180048,0.25316,0.847314,1.35625,1.95733,3.13181,3.95954,4.8972,5.88889,8.15153
TLS,,,,,,0.000964249,0.00134438,0.00220968,0.00284869,0.00482762,0.00676033,0.044259,0.0463199,0.0501691,0.0538548
TGO,,,,,,,,,,0.0205834,0.0319165,0.0438281,0.0610845,0.0800488,0.105767
TON,,,,,0.0111018,0.0220682,0.332938,0.638867,0.622927,0.762545,0.70036,0.965652,1.0567,1.24338,1.42937
TTO,,,,,0.0137745,0.0688544,0.328043,0.832965,1.58138,2.70915,6.49072,9.49439,10.92,11.6262,13.7544
TUN,,,,,0.000266677,0.00263016,0.0285402,0.174832,0.431535,0.933586,2.1874,3.54686,4.53177,5.06266,4.85443
TUR,,,,0.017028,0.0326119,0.302289,0.864576,2.34676,4.04172,6.84028,8.17169,9.04424,9.82525,10.376,10.6196
TKM,,,,,,,,,,,0.00152515,0.0093393,0.0143396,0.0215405,0.027064
TUV,,,,,,,0.51835,1.54735,2.56885,2.76526,2.96281,1.01958,2.44225,4.57131,5.57809
UGA,,,,,,,,0.00295911,0.00407251,0.00605296,0.0150981,0.0182569,0.041192,0.101041,0.105652
UKR,,,,,,,,0.275798,1.10942,1.71478,3.44372,4.12111,6.41594,6.91967,8.00234
ARE,,0,0.1,0.26736,0.515886,0.90011,1.53461,3.11698,4.93515,6.55127,8.20131,8.91014,9.32079,9.71382,10.3391
GBR,,,0.1,0.559207,2.28241,5.21576,10.2092,16.418,21.4662,25.596,28.1642,28.9444,30.8275,32.743,34.0387
USA,0.3,1,2.5,4.44917,6.84933,9.47284,12.641,17.157,20.0163,23.1103,24.6878,25.3154,26.5043,27.4486,28.3479
URY,,,,,,,0.812318,1.45975,2.79003,4.5543,6.79782,8.95204,10.898,13.4535,16.5852
UZB,,,,,,0.0107889,0.021385,0.0317573,0.0327972,0.0719188,0.244087,0.323936,0.42493,0.52487,0.745334
VUT,,,,,,0.00753951,0.0112671,0.0281791,0.0442573,0.0590906,0.0887319,0.216607,0.211596,0.139384,0.125373
VEN,,,0,0.125703,0.288498,0.435342,0.780874,1.31562,1.96139,3.08724,3.88448,4.70072,5.5965,6.04023,6.72129
VNM,,,,,0.00130349,0.0110135,0.0626365,0.247239,0.60243,1.49516,2.34517,3.64419,4.12064,4.26875,4.89736
YEM,,,,,,,,0.00743806,0.0134597,0.0519305,0.119796,0.242919,0.36902,0.467727,0.701397
ZMB,,,0,0.000299166,0.000451747,0.000835282,0.00223721,0.00217959,0.019853,0.0330316,0.0457832,0.0834462,0.0776803,0.116637,0.105108
ZWE,,,,0.00612548,0.0225221,0.0503902,0.070645,0.08013,0.0801615,0.119386,0.140801,0.226008,0.252352,0.254515,0.520572
WLD,0.0243746,,0.356429,0.612898,1.06592,1.64771,2.58723,3.44222,4.56516,5.2241,6.09938,6.94849,7.77074,8.88469,9.24434
HIC,0.0942605,0.47227,1.37796,2.96417,4.98803,7.24934,10.1172,13.5066,16.6605,19.354,21.3695,22.8428,24.1913,25.2641,26.2261
LIC,,,,0.000119105,0.000447134,0.00119987,0.00227537,0.00362769,0.00985853,0.0190363,0.0235734,0.0673763,0.0973677,0.1227,0.15355
LMC,,,,0.00376211,0.00951324,0.0166895,0.0335929,0.110891,0.223307,0.349882,0.567413,0.840572,1.08391,1.34406,1.43063
UMC,5.50155E-05,,0.00824255,0.0438307,0.224667,0.646053,1.49722,2.25731,3.08763,4.22878,5.36165,6.58129,7.8869,9.67529,10.7724
EAS,0.00442047,,0.284649,0.681313,1.32475,2.0332,3.01501,3.89123,4.88691,5.70148,6.84755,8.08637,9.34545,10.8015,11.7467
ECS,0.0164649,,0.264162,0.823022,1.61154,2.98082,5.13594,7.67167,10.6695,13.2171,15.2999,17.0485,18.6453,19.899,21.0561
LCN,0.000244637,,0.0350161,0.120381,0.281879,0.451625,1.10928,1.49298,2.28658,3.46652,4.70681,5.71612,6.5484,7.80021,8.27043
MEA,,,,0.0264518,0.130935,0.305876,0.610339,0.945778,0.958909,1.339,1.74675,2.12028,2.51943,3.26936,3.99038
NAC,0.27447,1.06989,2.68983,4.90573,7.27465,9.94141,13.063,17.6042,20.4741,23.5455,25.1648,25.7403,26.9246,27.8681,28.7561
SAS,,,,0.00357948,0.00581815,0.00992693,0.0194002,0.092515,0.171241,0.214114,0.358628,0.540491,0.762219,0.94053,1.05104
SSF,,,,0.000126813,0.0010171,0.00448713,0.0123562,0.0294095,0.0809021,0.0830641,0.0964629,0.116339,0.167418,0.244655,0.243859
# Series: FBISPOHP,,,,,,,,,,,,,,,
# Name: Fixed broadband internet subscribers per 100 people,,,,,,,,,,,,,,,
# Definition: Fixed broadband internet subscribers per 100 people,,,,,,,,,,,,,,,
# Source: World Bank,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
