ISO,1997,2002,2007
LVA,14.568,15.137,15.319
LBN,17.547,18.495,19.829
LSO,14.481,13.701,14.098
LBR,14.882,13.649,14.604
LBY,16.841,17.325,17.772
LTU,15.124,15.388,14.799
LUX,18.413,19.72,20.488
MKD,16.585,16.821,17.194
MDG,15.097,15.672,15.964
MWI,14.913,15.335,15.745
MYS,16.988,17.257,17.556
MDV,16.269,17.581,19.077
MLI,14.231,14.633,15.022
MLT,18.677,19.344,20.012
MRT,15.291,15.374,15.57
MUS,15.229,16.373,16.829
MEX,20.225,20.502,20.964
FSM,16.179,16.265,16.4
MNG,13.157,13.267,14.302
MNE,17.709,16.808,17.305
MAR,16.349,16.448,16.578
MOZ,14.455,15.013,15.457
MMR,15.019,15.253,15.452
NAM,15.064,14.719,15.46
NPL,15.096,15.515,15.879
NLD,18.79,19.714,21.015
NZL,19.538,20.811,22.084
NIC,18.26,19.54,20.23
NER,14.752,14.876,15.007
NGA,12.911,12.762,13.154
NOR,19.294,20.401,21.566
OMN,17.093,17.766,18.456
PAK,16.979,17.022,17.021
PAN,20.923,21.625,22.093
PNG,12.275,12.652,13.077
PRY,18.48,19.25,19.6
PER,18.277,18.841,19.345
PHL,15.027,15.063,15.098
POL,16.1,17.062,17.785
PRT,18.578,19.465,20.329
QAT,19.79,20.052,20.295
KOR,17.201,18.694,20.5
MDA,14.122,14.02,14.085
ROU,15.742,16.322,16.924
RUS,13.494,12.992,13.953
RWA,14.09,15.162,16.65
LCA,17.753,18.093,18.798
VCT,17.88,17.815,18.52
WSM,14.682,15.26,15.795
STP,16.9,17.054,17.361
SAU,16.767,17.046,17.321
SEN,14.957,14.912,15.348
SRB,15.924,16.072,16.552
SYC,16.003,16.547,16.631
SLE,10.35,11.294,12.343
SGP,18.897,20.065,21.654
SVK,15.66,16.246,16.791
SVN,17.161,18.069,19.665
SLB,15.196,15.562,15.915
SOM,14.744,15.03,15.317
ZAF,13.156,12.954,12.875
SSD,14.48,14.887,15.316
ESP,19.917,20.667,21.824
LKA,16.395,18.263,17.669
SDN,15.956,16.299,16.708
SUR,15.927,15.929,16.475
SWZ,14.932,15.022,15.179
SWE,20.13,21.023,21.91
CHE,20.341,21.439,22.514
SYR,17.553,17.85,18.145
TJK,14.751,14.771,15.431
TZA,15.35,16.005,16.728
THA,18.887,19.139,19.535
TLS,14.577,15.145,15.584
TGO,13.951,13.823,13.949
TON,15.86,15.869,15.959
TTO,15.063,15.312,15.601
TUN,17.174,17.524,17.744
TUR,16.836,17.224,17.811
TKM,14.985,14.775,14.875
UGA,15.159,15.825,16.41
UKR,14.047,14.054,14.252
ARE,17.713,18.292,18.87
GBR,18.724,20.003,21.354
USA,19.312,20.104,21.154
URY,17.398,17.9,18.544
UZB,16.378,16.383,16.49
VUT,15.884,16.224,16.546
VEN,18.709,19.115,19.496
VNM,18.196,18.54,18.813
YEM,15.031,15.151,15.252
ZMB,14.211,14.856,15.819
ZWE,16.907,16.92,17.479
AAE,16.3443,16.9496,17.5414
ACE,16.9906,17.5857,18.2268
HIA,18.1074,18.9161,19.7178
AME,18.1649,18.6805,19.1454
LIA,14.6021,14.9197,15.3666
LMA,15.7273,16.0246,16.3702
ANE,17.2574,17.6331,17.9601
ASA,19.6135,20.5775,21.576
ASE,16.029,16.7027,17.1038
AEE,14.6163,14.8076,15.2235
UMA,16.9038,17.2627,17.6509
EAM,15.86,16.02,16.348
ECM,16.736,17.062,17.785
HIM,18.632,19.535,20.329
LCM,18.381,19.02,19.496
LIM,14.532,14.844,15.022
LMM,15.576,15.607,15.915
MEM,17.007,17.325,17.744
NAN,19.312,20.104,21.154
SAM,16.269,17.022,17.021
SSM,14.481,14.844,15.113
UMM,16.887,17.248,17.556
EAE,16.8421,17.9664,18.369
ECE,16.8179,17.3939,18.2757
HWW,18.3962,19.2214,20.2513
LCE,18.7628,19.2772,19.7522
LIW,15.3174,15.665,16.0426
LMW,15.2579,15.5511,15.8691
MEE,16.7345,17.0252,17.1616
NAE,19.3715,20.1968,21.2371
SAE,15.3612,15.7246,16.0452
SSE,14.3263,14.5381,14.982
UMW,17.0409,18.0834,18.462
WLD,16.866,17.605,18.189
# Series: LE60MAIN,,,
"# Name: Life expectancy at 60 years, male",,,
# Definition: The average number of remaining years of life expected by a hypothetical cohort of males or females alive at age 60 who would be subject during the remaining of their lives to the age- and sex-specific mortality rates of a given period. It is expressed as years.,,,
# Source: United Nations Population Division (UNPD),,,
# Data from the No Ceilings project: http://noceilings.org,,,
"# For more about the data, please visit http://noceilings.org/data",,,
