PNG,70.6,63.5,55.2,52.8
PRY,39.6,29.7,22.1,20.8
PER,60.7,33.4,17.3,15.6
PHL,46.1,34.2,27.9,26.5
POL,17,8.8,5.5,4.6
PRT,12.8,6.2,3.3,3.2
QAT,19.1,11.5,7.4,6.7
KOR,6.2,5.5,3.8,3.5
MDA,29.7,28.2,18,16.9
ROU,34.5,25.3,13.1,11.8
RUS,25.2,22.4,11.2,9.8
RWA,98.3,114.4,47.3,42.2
KNA,25.3,15,8.2,7.6
LCA,20.4,16.6,17.2,16.5
VCT,22.2,20.7,23.3,22.9
WSM,27.5,20,17,16.7
SMR,10.7,5.4,3.4,3.2
STP,72.6,61.9,44.2,41.9
SAU,40.1,20.5,9.2,8
SEN,76.4,76,52,49.8
SRB,25.8,12.2,7.3,6.3
SYC,15.4,12.8,12.6,12.1
SLE,164.5,152.6,131.5,126
SGP,6.6,3.3,2.4,2.5
SVK,17.6,11.3,7.5,6.9
SVN,9.7,5,3,2.7
SLB,34.7,31.6,30.1,28.7
SOM,113.7,110,102,97.2
ZAF,52,56.8,39,37.2
SSD,158.9,116.6,77.1,72.3
ESP,10.2,5.9,4.3,4.1
LKA,20,16.2,9.7,9
SDN,88.3,75.2,57.6,54.7
SUR,47.7,32.3,22.1,20.8
SWZ,58.5,86.3,66.5,60.6
SWE,6.4,3.7,2.6,2.5
CHE,7.4,5.1,4.2,4
SYR,33.5,22.1,14.5,13.6
TJK,90.6,80.2,57.6,54.3
TZA,105.9,84.4,44.4,40.5
THA,35.5,22.1,13.9,12.9
TLS,136.9,89.8,56,52.2
TGO,96.5,84.1,71.4,68.2
TON,21.6,17.2,13.1,12.2
TTO,32,27.1,21.6,20.4
TUN,43.6,27.2,16.4,15.1
TUR,59.4,33.5,15,13.4
TKM,82.9,73.8,54.8,51.7
TUV,49,37.7,29.3,27.6
UGA,114.6,96.7,56.3,50
UKR,19.2,18.3,11.4,10.3
ARE,16.1,10.7,8.4,7.9
GBR,8.9,6.2,4.8,4.5
USA,10.4,7.7,6.8,6.6
URY,22.6,15.7,8.5,6.7
UZB,68.4,58.3,41.8,39.2
VUT,31.4,22.8,18,16.9
VEN,27.8,20.6,15.5,14.8
VNM,41.1,28,21.2,20.8
YEM,94.7,75.7,53.7,50.6
ZMB,121.6,106.1,67.9,61.2
ZWE,55.9,67.7,66,62
AAE,43.8937,34.5094,25.1875,23.825
ACE,23.3137,17.0078,10.6431,9.73726
GEA,53.1412,42.6959,30.8727,28.9237
HIA,15.7679,10.5804,7.53036,7.04286
AME,38.2606,26.8182,20.2667,18.6758
LIA,112.783,94.1556,67.4861,62.8889
LMA,69.5674,57.3261,42.4674,40.05
ANE,40.315,28.29,19.545,18.325
ASA,9,6.7,6.05,5.8
ASE,91.125,63.7125,43.15,40.275
AEE,102.081,90.3625,67.1562,63.2417
UMA,38.6804,29.7125,21.1536,19.8304
EAM,35.5,28,21.5,21.3
ECM,15,8.8,4.8,4.4
GEM,40.1,29.4,18.3,17.4
HIM,10.4,6.3,4.3,4.3
LCM,32,23.6,17.3,16.5
LIM,109.8,96.7,66,61.8
LMM,68.3,57.3,36.4,34.5
MEM,35.2,22.1,14.5,13.6
NAN,7.6,5.7,5.3,5
SAM,97.6,64.3,40.4,36.2
SSM,103.1,96.5,66.5,62
UMM,34.8,24.2,17.2,15.6
EAE,,31.6748,17.6955,16.1302
ECE,,16.57,9.91916,9.11561
GLE,,43.9264,30.5695,28.7078
HWW,,8.55444,5.79724,5.41604
LCE,,28.6609,18.2662,16.7188
LIW,,86.9375,60.3187,56.0365
LMW,,63.7612,46.5918,43.9668
MEE,,34.3951,21.5994,20.0825
NAE,,7.50377,6.65096,6.44001
SAE,,69.0502,49.151,46.1019
SSE,,99.0651,71.757,67.5373
UMW,,31.5121,16.9025,15.3361
# Series: IGMEMAIN,,,,
"# Name: Infant mortality rate, male",,,,
"# Definition: Number of deaths under one year of age occurring among the live births in a given geographical area during a given year, per 1,000 live births occurring among the population of the given geographical area during the same year.",,,,
# Source: UN Inter-agency Group for Child Mortality Estimation (IGME),,,,
# Data from the No Ceilings project: http://noceilings.org,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,
