JOR,,,,,,,,,,,,78.5,,,
KAZ,,,,,,,,,99.4,,,,,,
KEN,,,,,,,,,,,,31.4,,,
KWT,,,,,,,,,,,,,,56.3,
KGZ,,,,,,,,,,,96.8,,,,
LVA,,,,,,,,,,,,,,99,
LBN,,,,,,,,,55.4,,,,,,
LSO,,,,,,,,,,19.8,,,,,
LTU,,,,,,,,,,,,,,94.3,
MKD,,,,55.6,,,,,,,,,,,
MWI,12.9,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,71.3,,,
MDV,,,,,,,,16.6,,,,,,,
MLI,,,,,,,,,,,,,15.1,,
MLT,,,,,,,,,,,,,,78.2,
MUS,,,,,,,,,,,,,58,,
MEX,,,,,,,,,,,,,,60.6,
MNG,,,,,,,,,,,,84.1,,,
MNE,,,,,,,,,,,,,94.7,,
NAM,,,29,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,90.5,
NOR,,,,,,,,,,,,,96.7,,
OMN,,,,,,,,,,57.1,,,,,
PAK,,,,,,,,,,,,,46.1,,
PAN,,,,,,,,,,,,49.9,,,
PRY,,,,,,,,,,40.8,,,,,
PER,,,,,,,,,,,,,,66.1,
PHL,,,,,,,,,,63.8,,,,,
POL,,,,,,,,,,,,,,85.5,
PRT,,,,,,,,,,,,,,48.2,
QAT,,,,,,,,,,,,,,59,
KOR,,,,,,,,,,,,89.1,,,
MDA,,,,,,,,,,,,,,96.6,
ROU,,,,,,,,,,,,,,92,
RUS,,,,,,,,,,,,92.5,,,
SAU,,,,,,,,,,,,,,,70.3
SEN,,,,,,,,,,,,,15.4,,
SRB,,,,,,,,,,,,,,73.6,
SYC,,,,66.6,,,,,,,,,,,
SGP,,,,,,,,,,,,,,81,
SVK,,,,,,,,,,,,,,99.5,
SVN,,,,,,,,,,,,,,98,
ZAF,,,,,,,,,,,,,,75.9,
ESP,,,,,,,,,,,,,,73.2,
LKA,,,,,,,,,,,75.5,,,,
SUR,,,,,,47.1,,,,,,,,,
SWE,,,,,,,,,,,,,,87.3,
CHE,,,,,,,,,,,,,,96.6,
SYR,,,,,,,,,,,38.9,,,,
TJK,,95,,,,,,,,,,,,,
TZA,,,,8,,,,,,,,,,,
THA,,,,,,,,,,,,40.8,,,
TGO,,,,,,,,,,,39.3,,,,
TON,,,,,,,,,,,,,88.3,,
TTO,,,,,,,,,,,59.2,,,,
TUN,,,,,,,,,,,,46.1,,,
TUR,,,,,,,,,,,,,,60,
UGA,,,,,,,,,,,,33.5,,,
UKR,,,91.9,,,,,,,,,,,,
ARE,,,,,,,60.1,,,,,,,,
GBR,,,,,,,,,,,,,99.9,,
USA,,,,,,,,,,,,,,94.8,
URY,,,,,,,,,,,,,,50.3,
VEN,,,,,,,,,,,50.8,,,,
VNM,,,,,,,,,,,71.2,,,,
ZWE,,,,55.6,,,,,,,,,,,
# Series: EASLMAIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (lower secondary) of the population aged 25 and older, male",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
