SLV,53.8,28.2,15.2,14
GNQ,174.2,135.4,100.7,94.2
ERI,138.6,81.9,50.4,46.5
EST,17.5,9.6,3.9,3.2
ETH,190.3,135.4,69.5,62
FJI,27.2,21.6,20.1,19.8
FIN,6,3.8,2.8,2.6
FRA,7.7,4.7,3.8,3.6
GAB,85.6,79.3,61.7,56.6
GMB,162.1,110.5,73.1,67.9
GEO,30.2,29.6,18.6,17.3
DEU,7.4,4.8,3.8,3.7
GHA,120.8,96.6,70.7,66.4
GRC,11.4,7.2,4.4,4.4
GRD,20.2,14.5,12.9,12.4
GTM,75.2,46.2,30.7,28.7
GIN,233.4,164.2,104.3,96.2
GNB,191.2,161.2,126.6,119.3
GUY,52.8,40.6,32.3,30.5
HTI,135.2,97.6,165.8,69.4
HND,53.5,33.7,21.7,20.1
HUN,16.9,10.1,6,5.7
ISL,5.8,3.7,2.2,2.1
IND,129.8,96.3,64.3,58.7
IDN,76.9,47.2,29.6,27.2
IRN,55.5,33.1,18.2,16.7
IRQ,48.9,40.8,32.8,30.9
IRL,8.2,6.5,3.8,3.6
ISR,10.8,6.4,4.2,3.9
ITA,8.7,5.1,3.6,3.5
JAM,26.1,20.3,15.4,14.6
JPN,5.7,4.1,3,2.8
JOR,35.2,26.2,19.2,18
KAZ,47.1,37.9,18.5,15.8
KEN,92.9,104.3,73.9,68
KIR,88.1,65.8,57.6,54.9
KWT,14.9,11.9,10.3,10.1
KGZ,64,44.3,26.7,23.2
LAO,155.1,113.4,72.9,66.4
LVA,17.8,15.3,8.5,7.9
LBN,31,18.9,9.6,8.8
LSO,77.7,105.9,100.9,92.4
LBR,235,167.2,76.5,69.2
LBY,39,25.4,15,13.7
LTU,14.7,10.5,6.1,4.9
LUX,7.8,4.4,2.2,2
MKD,34.8,14.8,9.1,6.9
MDG,151.2,103.1,58.6,53.9
MWI,233.5,165.8,77.8,66.2
MYS,14.8,9.1,7.6,7.6
MDV,88.2,40.7,11.6,9.3
MLI,244,211.8,131.6,122
MLT,10.2,6.9,6.3,6.2
MHL,43.7,36.6,34,33.2
MRT,118,100.9,80.6,75.6
MUS,20.1,16.1,13.2,13.4
MEX,42.4,22.9,15.4,14.5
FSM,50.5,48.9,36.6,34.5
MCO,7,4.7,3.6,3.5
MNG,90.5,52.4,24.2,22
MNE,15.8,12.7,6.5,5.5
MAR,74.9,45.6,29.9,27.7
MOZ,223.3,159.3,96.2,84.9
MMR,98.5,72.2,50.5,47
NAM,67.6,67.8,41,34.7
NRU,53.2,38,34.4,33.1
NPL,141.2,80.1,42.9,39
NLD,7.2,5.5,3.9,3.7
NZL,9.8,6.6,5.3,5.1
NIC,60.5,35.9,23,21.5
NER,322.2,222.2,122.9,109.9
NGA,202.5,180.2,126.4,117.8
NIU,12.3,20.6,23.4,22.2
NOR,7.6,4.3,2.8,2.5
OMN,35.7,15.3,10.7,10.4
PAK,136.1,109.2,86.2,82.1
PLW,30.2,25.3,19.8,18.6
PAN,28.2,23,17.4,16.4
PNG,83.4,73.3,61.4,58
PRY,41.5,29.5,21.1,19.7
PER,74.5,36.3,18.1,16.3
PHL,52.7,35.7,27.7,26.1
POL,15.2,8.4,5.3,4.5
PRT,13,6.7,3.5,3.3
QAT,18.8,11.4,7.5,6.9
KOR,6.9,5.8,3.8,3.5
MDA,28.4,26.8,16.6,15.5
ROU,33.6,23.6,12,10.8
RUS,22.1,20,10.3,9.1
RWA,142.9,173.8,59.5,50.8
KNA,25.8,15.9,8.9,8.3
LCA,19.7,15.9,16.2,15.5
VCT,22.5,20,21.7,21.2
WSM,27.5,19.4,16.4,16.1
SMR,9.7,5,3.2,3
STP,97.5,81.1,52.3,48.7
SAU,43.1,20.1,9.1,7.9
SEN,135.2,132.6,61.7,54.5
SRB,26.2,11.2,6.8,6
SYC,15.2,12.7,12.4,12
SLE,245.5,223.8,183.5,172.9
SGP,6.9,3.6,2.6,2.6
SVK,15.5,10.5,7.3,6.7
SVN,9.1,5,3.1,2.8
SLB,34.5,31,29.2,27.7
SOM,169,163.1,148.9,140.7
ZAF,54.9,67.8,48.2,40
SSD,240.5,172.6,106,98.4
ESP,9.8,5.9,4.3,4.1
LKA,19.5,15.7,9.4,8.8
SDN,120.3,98.8,71.7,67.3
SUR,45.2,28.9,19.4,18.2
SWZ,65.7,115,86.6,74.5
SWE,6.2,3.7,2.8,2.6
CHE,7.2,5,4.1,3.9
SYR,34.3,21.1,13.6,13.5
TJK,95.9,83,56,52.2
TZA,159.3,125.9,57.7,50.2
THA,32.9,19.3,12.2,11.4
TLS,161.9,99.1,56.4,51.7
TGO,134.5,113.2,93.8,88.7
TON,20.3,16,12.1,11.4
TTO,30,25,19.6,18.5
TUN,48,27.2,16,14.6
TUR,69.5,34,14.2,12.8
TKM,78.7,68.1,48.3,45.1
TUV,53.6,38.6,28.5,26.8
UGA,165.6,135.2,71.2,62.4
UKR,16.7,15.7,10.3,9.4
ARE,14.7,9.9,7.8,7.5
GBR,8.1,5.8,4.7,4.3
USA,10,7.6,6.7,6.4
URY,20.5,14.3,8.1,6.5
UZB,64.8,53.5,36.5,33.9
VUT,31.2,21.9,17,16
VEN,25.9,18.7,14,13.4
VNM,44.9,27.3,20.2,19.9
YEM,119.3,91.6,59.8,55.5
ZMB,182.6,159.5,94.2,82.8
ZWE,67.5,95,89.9,83
AAE,48.5563,36.7156,25.3125,23.7563
ACE,22.6843,16.2608,9.94706,9.07059
GEA,67.168,53.2289,36.5814,33.3629
HIA,16.0821,10.8607,7.725,7.21964
AME,40.7061,26.8879,21.9424,17.9848
LIA,163.947,133.142,89.8806,80.2944
LMA,84.9891,68.8717,47.9152,44.4065
ANE,44.955,30.01,20.035,18.72
ASA,8.65,6.6,5.9,5.6
ASE,119.05,79.05,50.3375,46.425
AEE,148.079,128.94,88.3375,81.2312
UMA,41.4,31.375,21.8643,20.2643
EAM,34.5,27.3,20.2,19.9
ECM,14.1,8.4,4.8,4.4
GEM,42.4,27.3,18.2,16.7
HIM,10,6.5,4.4,4.2
LCM,30,22.2,16.4,15.5
LIM,162.1,135.2,77.8,69.4
LMM,76.9,52.4,36.5,33.9
MEM,35.7,21.1,13.6,13.5
NAN,7.3,5.6,5.1,4.8
SAM,129.8,80.1,43.7,39
SSM,151.2,134.5,86.6,75.6
UMM,34.8,23,16,14.6
EAE,,33.9987,17.5971,16.0329
ECE,,15.6068,9.23204,8.4824
GLE,,55.3524,37.1264,34.2625
HWW,,8.23203,5.68531,5.29799
LCE,,27.5159,18.4693,15.6632
LIW,,118.904,76.9137,69.2347
LMW,,85.538,59.3017,54.9049
MEE,,37.0634,22.0855,20.438
NAE,,7.40377,6.54102,6.24001
SAE,,95.6312,64.3218,58.9695
SSE,,142.71,96.2608,88.6052
UMW,,33.3918,17.1821,15.5427
# Series: U5MRFEIN,,,,
"# Name: Under 5 mortality rate, female",,,,
"# Definition: Probability of dying between birth and exactly five years of age expressed per 1,000 live births",,,,
# Source: UN Inter-agency Group for Child Mortality Estimation (IGME),,,,
# Data from the No Ceilings project: http://noceilings.org,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,
